n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
2140;29397117;762778;2434;70
2141;29555161;759181;2395;180
2142;29517652;762398;2395;70
2143;29626737;762648;2395;160
2144;29561814;756767;2394;80
2145;29381427;759361;2404;190
2146;29609754;760875;2425;50
2147;29651103;765944;2445;191
2148;29936746;759212;2404;60
2149;29916748;769360;2414;150
2150;29855474;755926;2394;70
2151;29788249;757118;2405;161
2152;29603813;758851;2424;50
2153;30102557;771955;2425;181
2154;29752161;762357;2445;50
2155;29912833;762377;2404;160
2156;30065447;762738;2415;60
2157;30655272;757097;2435;171
2158;30440469;764501;2414;61
2159;29921519;767898;2435;141
2160;30336004;764341;2465;51
2161;29939171;761135;2425;191
2162;30027537;763991;2414;50
2163;30239133;761335;2425;191
2164;29664657;764671;2445;60
2165;30152650;770282;2445;151
2166;30207715;767857;2455;60
2167;29902702;764912;2415;181
2168;30266474;766294;2425;50
2169;30279429;769070;2445;150
2170;29795902;763339;2414;70
2171;30362253;773548;2435;181
2172;30051841;767287;2435;60
2173;30473763;767637;2414;140
2174;30357234;763770;2435;50
2175;30078571;769190;2434;180
2176;30366813;769490;2434;70
2177;30224124;771795;2434;150
2178;30308612;769281;2434;60
2179;30455657;764872;2414;140
2180;30464165;768809;2444;70
2181;30908234;772136;2445;161
2182;30879280;777305;2465;50
2183;31451804;773909;2445;170
2184;30347675;777295;2454;50
2185;30720503;783156;2464;170
2186;30851901;778918;2455;80
2187;30545515;781182;2485;141
2188;31390698;777455;2475;60
2189;31025233;777736;2475;181
2190;30955555;775031;2454;60
2191;30676561;776143;2465;161
2192;31161809;775932;2454;70
2193;30973118;780561;2835;180
2194;30579981;777005;2485;60
2195;30552068;775882;2454;170
2196;31219980;866031;2605;60
2197;31170826;780932;2494;200
2198;31640926;780291;2785;60
2199;31713965;785150;2555;200
2200;31472411;792293;2494;70
2201;31260374;783166;2455;180
2202;31411789;784158;2495;50
2203;31692543;787344;2505;180
2204;31444920;792684;2585;60
2205;31091199;789347;2495;181
2206;31383585;790349;2494;50
2207;31584170;785240;2465;160
2208;31468034;790309;2494;60
2209;31544997;803775;2525;191
2210;31651436;791752;2655;50
2211;31637672;798986;2585;180
2212;31499632;788176;2605;50
2213;31732378;789278;2474;180
2214;31883653;800248;2585;50
2215;31909749;801120;2846;200
2216;31564854;783807;2485;50
2217;31716720;793125;2495;170
2218;31919808;789037;2505;50
2219;32042940;789107;2514;170
2220;31979823;794578;2625;50
2221;31991213;786662;2575;210
2222;31498039;870420;2545;80
2223;31680001;818001;2514;190
2224;31641668;787143;2505;70
2225;32176660;782886;2465;181
2226;32166683;788727;2485;70
2227;31645815;787354;2495;190
2228;31817137;791752;2535;70
2229;32023985;791231;2484;160
2230;31812507;785781;2544;50
2231;32300212;789578;2525;220
2232;32224329;787385;2505;60
2233;31738078;793205;2495;161
2234;31520342;788376;2474;70
2235;32030015;793536;2525;180
2236;32410668;791913;2535;50
2237;31942092;792213;2505;171
2238;32183933;794427;2524;60
2239;32115867;792634;2525;171
2240;32079207;802803;2515;71
2241;32465821;798845;2545;170
2242;32124113;797723;2525;70
2243;32373298;799748;2645;170
2244;31990010;792323;2525;70
2245;32496219;796912;2565;161
2246;32147806;795900;2514;40
2247;32698837;803734;2545;160
2248;32688228;797362;2515;60
2249;32676325;800679;2535;170
2250;32806089;805348;2514;60
2251;32595003;801511;2535;141
2252;32490587;799848;2555;70
2253;33104679;797563;2535;171
2254;32926895;804827;2534;70
2255;32723655;801491;2535;180
2256;32635990;805408;2544;60
2257;32788485;810057;2535;161
2258;33739277;802703;2685;60
2259;32749652;797814;2515;170
2260;32721621;801931;2525;60
2261;33215044;801671;2535;170
2262;33532508;811118;2655;80
2263;33218872;809526;2665;200
2264;33059623;807753;2534;50
2265;33004461;801801;2535;180
2266;33225182;803515;2555;60
2267;33161944;803123;2535;160
2268;32883063;803004;2555;60
2269;33347682;841455;2645;220
2270;33635031;807401;2614;70
2271;33004459;814395;2575;221
2272;33474880;808494;2565;60
2273;33161726;798976;2535;190
2274;33296396;804516;2565;60
2275;33028456;802753;2575;180
2276;33445295;806641;2534;50
2277;33208733;814115;2575;170
2278;33351439;809045;2575;60
2279;33719358;810187;2565;180
2280;33554841;808994;2574;50
2281;33595456;806230;2574;180
2282;33284515;809786;2585;70
2283;33660688;817130;2595;201
2284;33608280;810708;2585;60
2285;33460705;815187;2575;181
2286;33811060;810878;2575;50
2287;32968172;807491;2565;170
2288;33402014;804426;2555;50
2289;33236956;805969;2565;161
2290;33510677;807943;2555;71
2291;33576882;807842;2555;130
2292;34120419;809837;2575;60
2293;33337002;813283;2555;170
2294;33538170;808754;2574;60
2295;33787796;815015;2545;171
2296;33662323;810778;2575;60
2297;34019149;812451;2555;151
2298;33920085;811920;2565;60
2299;34038344;810627;2565;160
2300;33655760;815176;2565;70
2301;33606105;815677;2595;161
2302;34484471;814174;2594;60
2303;34342296;814305;2555;150
2304;34393650;814134;2575;60
2305;33927469;818001;2565;160
2306;34110711;817330;2574;70
2307;34431362;816609;2605;180
2308;33915796;815406;2585;50
2309;34091687;816478;2585;171
2310;34527050;818392;2585;41
2311;34479863;813012;2575;151
2312;34848913;814875;2585;70
2313;34332797;818502;2585;171
2314;34586842;819785;2565;60
2315;34410893;813884;2605;170
2316;34703271;819855;2575;71
2317;34352804;823481;2595;141
2318;34197825;823011;2775;60
2319;34883347;820215;2595;181
2320;35068054;823652;2595;50
2321;34522922;826908;2585;160
2322;35107739;822029;2605;60
2323;34270540;823322;2594;150
2324;34920608;817590;2595;70
2325;34753263;826507;2595;170
2326;34536510;822500;2575;61
2327;34654248;823713;2615;151
2328;34860226;820326;2585;70
2329;35010535;834763;2605;160
2330;35137895;829803;2624;70
2331;35326768;828811;2625;140
2332;34843935;822079;2615;70
2333;34848192;828511;2605;181
2334;35229687;830745;2755;60
2335;34998693;897229;2735;211
2336;34902584;834652;2655;71
2337;35930727;827981;2645;220
2338;35340575;833481;2635;61
2339;35172939;825766;2595;160
2340;35419372;824464;2605;50
2341;35461679;829142;2615;160
2342;35101046;827630;2615;61
2343;35059898;832468;2635;150
2344;35250145;828781;2615;60
2345;35491355;827249;2605;191
2346;35328582;831898;2625;60
2347;35355321;828662;2625;191
2348;34933843;827509;2645;60
2349;35691650;827690;2625;141
2350;35523677;827880;2635;50
2351;35945928;829243;2635;151
2352;35879302;836587;2645;60
2353;35730635;830004;2615;180
2354;35608545;836045;2655;60
2355;34984718;833490;2635;180
2356;35665932;834102;2635;50
2357;35396739;835805;2615;161
2358;35858933;836406;2645;50
2359;35616932;834924;2655;160
2360;36155529;840845;2645;50
2361;35581124;840394;2645;160
2362;35979389;844151;2675;50
2363;35345644;836396;2635;171
2364;35822956;835394;2645;60
2365;35844168;833411;2665;160
2366;35962228;838700;2665;80
2367;35958981;842407;2655;160
2368;36514212;842187;2635;61
2369;36062104;840704;2665;160
2370;36085609;837848;2655;61
2371;36364890;844661;2675;200
2372;36226463;842597;2635;50
2373;36229980;838820;2675;170
2374;35993205;846575;2675;70
2375;36328183;845763;2655;170
2376;36425745;847456;2645;60
2377;36413543;840904;2644;160
2378;36517697;838720;2645;70
2379;36414645;845042;2645;160
2380;35834970;846855;2675;50
2381;36778855;869338;2675;170
2382;36925782;844872;2645;60
2383;36130772;848829;2665;170
2384;36573753;848699;2655;61
2385;36822647;846876;2665;160
2386;36813241;852817;2654;60
2387;36765833;846294;2655;150
2388;37066173;860551;2776;70
2389;37204273;853718;2685;181
2390;36526834;857666;2705;50
2391;37088787;854459;2725;181
2392;36874926;849130;2806;60
2393;36960566;854680;2876;211
2394;36528879;849100;2695;51
2395;36766211;850202;2665;150
2396;35887117;847536;2695;50
2397;37977010;857335;2726;230
2398;37262060;855231;2705;60
2399;37183936;850903;2654;170
2400;36707332;848549;2695;61
2401;36617374;854179;2705;170
2402;37535674;853157;2685;50
2403;37079638;853238;2675;171
2404;37127139;856844;2715;60
2405;37061796;852146;2685;160
2406;37464130;851905;2685;50
2407;37601186;851915;2665;130
2408;37292237;853678;2705;50
2409;37469761;851875;2685;190
2410;37292519;859539;2695;70
2411;37440304;857986;2695;181
2412;37376365;859229;2705;50
2413;37287869;853969;2695;150
2414;37094017;859529;2675;80
2415;37453520;858608;2685;160
2416;38055616;854810;2686;60
2417;37770784;858858;2675;171
2418;37662531;858016;2706;70
2419;37754001;861613;2725;150
2420;37403917;863686;2695;80
2421;37773489;858708;2705;170
2422;38223491;860541;2705;50
2423;38071187;860241;2685;171
2424;37568957;858718;2706;60
2425;37850122;861743;2715;141
2426;37666479;866733;2715;50
2427;38155384;872113;2745;140
2428;37893713;862955;2725;90
2429;38383280;866121;2715;150
2430;38667012;868075;2805;70
2431;39275019;867364;2755;240
2432;38626356;867975;2755;70
2433;38648066;862374;2726;230
2434;38635342;861203;2746;80
2435;38364395;865681;2715;200
2436;38750769;862915;2735;70
2437;39104920;873485;2765;220
2438;38963498;868466;2775;71
2439;39505472;874367;2755;201
2440;39544513;886189;2786;60
2441;38101413;863657;2765;230
2442;38164772;871010;2725;71
2443;39203875;873635;2755;231
2444;38875803;871021;2785;60
2445;38667092;872884;2745;191
2446;38598884;891860;2765;80
2447;38549330;871060;2725;191
2448;38364546;873055;2785;60
2449;38593234;876341;2745;170
2450;39050629;873906;2715;60
2451;38823966;877242;2766;180
2452;38949441;876401;2755;50
2453;38463520;880849;2735;181
2454;38686337;883374;2776;60
2455;38589136;870950;2736;170
2456;38611829;871652;2745;60
2457;39234152;881540;2845;200
2458;38662013;873937;2745;60
2459;39073483;879927;2735;170
2460;40086949;1153119;4599;100
2461;40600071;887261;2785;211
2462;39583318;882181;2855;60
2463;39254612;923319;2826;211
2464;39259339;887872;2876;60
2465;40241330;938838;2755;210
2466;39732136;879958;2906;80
2467;39343528;882943;2796;230
2468;39005084;892191;2815;70
2469;40309066;882503;2806;220
2470;39118848;880739;2805;70
2471;39072340;875990;2816;220
2472;39462600;882773;2805;60
2473;39218033;878875;2746;200
2474;38701957;886670;2825;60
2475;38972464;887602;2765;211
2476;39457811;882001;2785;61
2477;41814695;883674;2866;230
2478;39696810;879797;2765;50
2479;39606050;877493;2745;180
2480;39116412;882453;2885;60
2481;39176767;879948;2786;200
2482;39935026;880469;2755;60
2483;39293545;881841;2765;160
2484;39792197;890137;2755;60
2485;40294298;875959;2855;190
2486;39819159;884376;2795;60
2487;39904549;886429;2895;180
2488;39733268;905826;2866;60
2489;39475754;881290;2796;211
2490;39744459;883184;2775;80
2491;39445029;883143;2805;140
2492;39754177;889596;2785;71
2493;40694526;884616;2806;200
2494;40202697;886810;2785;80
2495;39954653;884516;2786;220
2496;39867239;883403;2815;50
2497;39949673;887872;2915;200
2498;40382993;911897;2885;60
2499;40275954;891599;2826;220
2500;40362957;888233;2805;60
2501;40498460;901468;2885;181
2502;40130923;887792;2895;50
2503;40416085;923439;2805;181
2504;40408081;888844;2856;60
2505;40321359;892972;2805;211
2506;40357657;891970;2795;60
2507;40521504;895025;2865;190
2508;40570574;913801;2906;60
2509;40520912;895517;2876;191
2510;40561298;896418;2875;50
2511;40598628;896128;2835;200
2512;40410366;893653;2916;60
2513;40742247;899524;2946;191
2514;40699856;891759;2805;70
2515;41043501;896759;2886;171
2516;41251821;895817;2825;70
2517;41596907;898703;2816;200
2518;40866880;896258;2836;60
2519;40653170;914051;2905;220
2520;40782731;894715;2876;70
2521;40860980;907088;2875;201
2522;40493662;905365;2895;60
2523;40583079;893964;2896;210
2524;40865178;900155;2815;60
2525;41463738;903592;2915;190
2526;41268221;900927;2836;70
2527;41620279;903101;2895;210
2528;41687848;906808;2856;60
2529;41625812;903802;2866;201
2530;41469799;900445;2896;50
2531;41274955;904493;2845;191
2532;41387565;906096;2865;60
2533;41662449;907138;2845;190
2534;41131695;901788;2835;60
2535;41564837;902279;2856;200
2536;41477724;910595;2815;61
2537;42404479;918369;2886;221
2538;41043602;903281;2835;60
2539;41644516;903591;2866;231
2540;41575067;910876;2866;80
2541;42086053;910555;2875;211
2542;43001687;907500;2886;90
2543;42028704;907398;2885;210
2544;42240392;905264;2895;60
2545;41659935;907028;2855;210
2546;41396852;909783;2846;80
2547;42182644;908771;2855;170
2548;41790831;909984;2865;71
2549;41517869;911076;2855;140
2550;41818001;909653;2846;50
2551;42262433;907579;2825;170
2552;42025590;909663;2836;70
2553;47388831;915494;2896;220
2554;42569788;912629;2925;80
2555;42775783;901428;2846;190
2556;41919892;951591;2886;90
2557;41894414;914673;3006;191
2558;42393028;913080;2965;70
2559;42375836;921496;2945;200
2560;42471795;912198;2945;70
2561;41817831;919381;2976;201
2562;42426611;913721;2876;60
2563;42767829;915374;2965;180
2564;42515316;916075;2985;50
2565;42579096;913220;2976;211
2566;42478377;913089;2845;60
2567;42659637;917899;2875;150
2568;41899333;917147;2846;60
2569;42726411;924260;2885;201
2570;42305052;917087;2975;50
2571;42615724;915704;2896;221
2572;42425237;914271;2875;60
2573;43178368;919611;2885;180
2574;42231435;922087;2956;60
2575;42695875;920774;2945;200
2576;42801933;923829;2905;60
2577;42563006;920193;2935;180
2578;44587907;960839;3186;71
2579;43808828;923660;2875;190
2580;42559119;929510;2896;60
2581;43182195;923168;2896;181
2582;43321386;925222;2875;60
2583;43557528;929039;2905;210
2584;43375787;921916;2955;60
2585;43264289;928208;2885;170
2586;43291290;928188;2905;61
2587;42747751;927456;2896;161
2588;42781445;925322;2886;50
2589;43512063;936253;2926;221
2590;43757281;922317;2896;60
2591;43471807;944358;2996;171
2592;43446450;939709;2955;70
2593;43388571;927727;2926;190
2594;43551576;930912;2996;70
2595;43836630;928609;3006;201
2596;43876505;933548;2926;60
2597;43751231;928468;3106;190
2598;44093311;928548;2925;50
2599;43665610;935812;3025;200
2600;44254122;933277;2995;60
2601;43891944;934961;2896;191
2602;44166187;934259;2936;60
2603;44325175;947014;3056;210
2604;43788320;935000;2995;60
2605;44197246;933678;3045;220
2606;43953008;929941;2905;60
2607;43806574;934239;2976;181
2608;44320045;928277;3016;71
2609;43706217;1000593;2945;200
2610;44181566;931604;2936;61
2611;44116214;944508;3406;180
2612;44820662;945841;3015;70
2613;44249093;939679;2985;180
2614;44447704;939899;3006;71
2615;44063575;943155;2915;160
2616;43641485;942565;3025;50
2617;43947428;942835;2906;180
2618;44905441;936082;2916;60
2619;44475666;963954;2966;181
2620;44129188;939510;3025;60
2621;44331227;950119;2976;210
2622;44888519;942645;2936;70
2623;44471068;945219;3016;200
2624;44527594;939279;2976;60
2625;44368396;943606;3015;190
2626;44994478;956811;3046;61
2627;44991763;946462;3076;190
2628;44747716;942915;2965;60
2629;44866458;942354;2946;181
2630;45144199;972130;2995;80
2631;44308734;950640;3036;190
2632;45009748;950089;2935;60
2633;44375009;944969;3096;171
2634;44665812;942705;3125;80
2635;45307865;948396;3046;201
2636;45070129;948967;2946;50
2637;45323905;945590;3016;201
2638;45141193;945890;3066;60
2639;45245137;952384;3106;190
2640;45898411;944208;2966;50
2641;45401991;944177;2955;210
2642;44992775;951331;3005;70
2643;46402644;968323;3086;210
2644;44229275;949979;3076;60
2645;45185556;945941;3015;190
2646;45332841;946422;3056;60
2647;45461884;952774;3016;190
2648;45907407;959336;3076;60
2649;45507929;951341;2995;200
2650;45323223;954337;2955;50
2651;45242913;953214;2985;200
2652;44907486;947494;2966;70
2653;45184554;955108;2986;160
2654;45471673;947824;2955;60
2655;45193099;958725;2996;180
2656;45445883;950590;2985;60
2657;45528117;950299;2966;160
2658;46253586;957523;3066;60
2659;45809405;948486;3046;200
2660;46128542;958524;3066;60
2661;45879395;961530;3096;180
2662;45967790;958695;3006;70
2663;46151163;954407;3026;201
2664;46224821;958384;3125;60
2665;46623089;970697;3045;190
2666;46114424;955579;2986;51
2667;45994510;961951;2965;160
2668;46012254;954778;2975;60
2669;45840172;956752;2996;180
2670;46351621;964135;3015;60
2671;46490619;962542;3005;190
2672;46068980;965418;3065;50
2673;46270687;964706;3046;210
2674;46082956;960969;3105;60
2675;45808072;960659;3006;190
2676;46206818;957533;2996;61
2677;45718223;957854;2996;161
2678;46497582;958965;2976;51
2679;46456587;963834;2986;190
2680;46343653;964666;3006;60
2681;46458068;962552;2975;170
2682;46392765;957623;3016;60
2683;46484438;959326;3016;170
2684;46166633;963153;3005;70
2685;46448560;962121;3005;180
2686;46208281;959085;3005;50
2687;47008890;963194;3005;150
2688;46062117;973492;3016;80
2689;47279045;964926;3036;150
2690;46634559;967231;2986;70
2691;47267063;964346;2986;200
2692;47148971;972330;2996;80
2693;46982470;964415;3006;161
2694;47188165;972831;3025;50
2695;46900528;968844;3086;190
2696;46409236;970026;3076;50
2697;47116350;985846;3046;170
2698;46457246;965998;3006;81
2699;47271743;969896;3016;170
2700;47557757;978402;3046;90
2701;47422543;973242;3116;220
2702;47022646;972921;3116;80
2703;47441709;969735;3026;180
2704;48492207;967702;3046;70
2705;47818156;971660;3066;220
2706;48343578;973512;3036;80
2707;48669017;1176202;3005;210
2708;47230545;974094;3135;80
2709;47437562;977280;3015;190
2710;47460265;972791;3156;51
2711;47383170;976628;3106;191
2712;47173439;974775;3106;50
2713;47291718;979073;3056;181
2714;47374363;971829;3095;50
2715;48068575;973122;3036;190
2716;47665539;980185;3126;80
2717;47908834;984994;3056;190
2718;48431234;981097;3076;60
2719;47643408;975316;3065;180
2720;47600577;980977;3056;70
2721;48023309;981497;3076;170
2722;47569990;978552;3036;81
2723;47709331;999391;3206;200
2724;47954100;977360;3035;60
2725;47452550;977641;3056;200
2726;47726485;974354;3026;60
2727;48258980;983201;3076;211
2728;47990757;979464;3046;60
2729;48098330;980786;3035;180
2730;47931336;977560;3025;70
2731;48054577;984603;3136;180
2732;48619716;986377;3066;60
2733;48357534;982499;3036;161
2734;48150437;985435;3056;70
2735;48972325;986857;3106;201
2736;48616660;987669;3076;61
2737;48991352;981728;3046;210
2738;48383844;992008;3085;70
2739;48229516;986397;3056;190
2740;48226609;984463;3176;60
2741;48402708;992197;3096;191
2742;48056702;989252;3066;61
2743;48545987;983652;3086;190
2744;48292314;984143;3577;60
2745;48496555;982639;3076;160
2746;48512604;989683;3056;60
2747;48247960;984624;3086;160
2748;48591282;990855;3045;60
2749;48301591;985074;3076;140
2750;48778221;988691;3056;60
2751;49151462;986628;3056;171
2752;48832243;988631;3066;60
2753;48809010;986226;3066;181
2754;48844938;990334;3086;50
2755;49300831;999231;3106;211
2756;50346599;999241;3126;70
2757;48829057;995012;3095;210
2758;49428521;991776;3066;70
2759;49296131;994722;3166;190
2760;48647368;997217;3085;80
2761;48862901;998549;3106;170
2762;49324425;987680;3076;60
2763;49196977;986828;3076;170
2764;50040826;987720;3076;60
2765;49576298;998379;3145;200
2766;49215981;995644;3086;71
2767;49930199;995704;3086;171
2768;49897648;1061227;3126;81
2769;49806418;992849;3146;190
2770;50004307;994822;3066;60
2771;50223910;997268;3085;200
2772;49789285;996034;3266;60
2773;49643132;1000233;3166;180
2774;49532353;996576;3136;60
2775;50041118;998459;3126;200
2776;49864756;1007997;3096;60
2777;50071003;1003820;3096;181
2778;49759901;999872;3126;60
2779;49933876;1007176;3076;180
2780;49618196;1014500;3115;60
2781;49448166;999932;3106;200
2782;50047279;999962;3105;70
2783;49862902;999681;3206;170
2784;50499876;1004190;3166;60
2785;49587547;1003949;3086;160
2786;50190577;1004050;3156;70
2787;50428661;1007126;3116;180
2788;50654616;1007145;3266;60
2789;49986314;1015582;3136;191
2790;50568054;1029407;3126;71
2791;50303838;1008909;3136;201
2792;50464509;1008999;3136;60
2793;50177523;1007125;3135;180
2794;50065291;1007687;3106;80
2795;50088286;1004420;3106;151
2796;50453327;1008347;3116;70
2797;50213110;1009259;3216;170
2798;50630189;1001966;3096;71
2799;50586619;1006364;3116;180
2800;50716642;1008438;3125;60
2801;50687436;1007736;3146;210
2802;50815437;1011674;3256;80
2803;50869457;1017264;3176;221
2804;51421611;1008307;3156;80
2805;51450165;1008317;3156;200
2806;50858356;1006054;3126;60
2807;50735818;1010752;3146;181
2808;50689550;1010291;3166;80
2809;51859170;1008838;3267;200
2810;51656322;1016853;3256;60
2811;51576851;1011674;3196;171
2812;51292180;1016313;3176;60
2813;52025663;1013518;3146;190
2814;51947745;1011043;3156;70
2815;51445116;1014830;3126;171
2816;50753310;1007266;3116;60
2817;51274265;1010622;3116;161
2818;51138192;1007556;3136;50
2819;51211909;1014840;3126;190
2820;51536205;1017324;3176;80
2821;51520217;1009100;3125;170
2822;50968934;1020871;3166;71
2823;51528240;1011904;3136;160
2824;51067459;1015170;3126;70
2825;51181933;1009641;3136;161
2826;51155563;1013197;3136;60
2827;51162858;1008869;3136;151
2828;51939059;1024899;3427;60
2829;51938980;1018517;3146;190
2830;51448082;1018837;3266;60
2831;51197321;1021172;3166;221
2832;52510819;1026281;3256;90
2833;52300848;1030609;3176;180
2834;51861075;1030269;3306;80
2835;52291940;1027053;3297;200
2836;52027827;1019850;3276;60
2837;52099662;1023967;3176;191
2838;52030311;1022234;3286;60
2839;52730531;1019128;3226;200
2840;51852448;1022945;3246;60
2841;52297352;1025130;3176;180
2842;52074343;1026483;3306;70
2843;52291128;1023777;3236;201
2844;52612501;1030739;3206;70
2845;52142812;1025280;3296;181
2846;52494930;1023907;3286;70
2847;52173861;1030089;3216;190
2848;52129287;1027393;3146;50
2849;52230476;1027063;3226;191
2850;52442772;1025801;3226;60
2851;52632138;1034978;3176;190
2852;52725323;1029989;3186;60
2853;52819469;1034807;3317;201
2854;52552788;1023626;3196;60
2855;52953169;1028195;3176;170
2856;52284879;1027554;3186;50
2857;52826813;1031892;3186;160
2858;52524426;1031320;3156;60
2859;52622569;1027103;3176;160
2860;52776870;1027213;3196;60
2861;52628181;1029467;3186;180
2862;52935155;1033274;3246;80
2863;53457604;1032995;3236;201
2864;52960953;1035268;3246;60
2865;53245306;1034026;3196;190
2866;53453035;1038625;3166;71
2867;53068155;1032623;3216;170
2868;53186836;1034708;3206;60
2869;53925328;1033314;3216;190
2870;53691472;1043203;3216;81
2871;52905300;1032673;3186;201
2872;52863131;1026191;3196;70
2873;53320136;1029277;3186;160
2874;53335836;1029788;3166;70
2875;53210280;1037142;3276;170
2876;52931137;1033315;3186;80
2877;53294528;1032853;3206;190
2878;53803661;1042923;3186;81
2879;53575725;1035428;3227;160
2880;53816295;1028306;3166;81
2881;53556539;1037712;3186;190
2882;53613855;1033474;3216;60
2883;53396409;1033124;3196;200
2884;53662677;1036140;3216;70
2885;52917202;1049114;3206;170
2886;53397862;1034727;3196;50
2887;53150279;1039967;3176;160
2888;53402250;1038414;3196;60
2889;53618494;1034837;3196;190
2890;53333139;1035198;3226;71
2891;53213286;1040047;3206;191
2892;53966336;1053983;3276;70
2893;54159508;1048493;3226;160
2894;54360253;1044796;3216;60
2895;54330538;1039686;3286;180
2896;54603629;1036380;3316;60
2897;53820322;1036811;3236;181
2898;54455953;1040067;3216;70
2899;54483304;1044305;3226;190
2900;53832345;1041881;3186;50
2901;54631531;1058301;3276;220
2902;54348921;1042832;3216;70
2903;54190977;1045698;3246;210
2904;53876177;1038073;3216;70
2905;54595013;1035578;3226;210
2906;54352599;1039686;3276;60
2907;53988217;1047751;3286;190
2908;56079141;1050707;3307;60
2909;53964302;1047552;3256;180
2910;54629948;1046459;3296;61
2911;54706773;1049104;3236;201
2912;54710319;1047561;3256;60
2913;55092034;1054744;3216;171
2914;54695721;1048133;3216;50
2915;54233286;1041790;3196;160
2916;54213249;1042361;3246;50
2917;55037381;1050146;3236;190
2918;54593811;1052561;3337;50
2919;54978521;1046840;3206;171
2920;54825755;1059934;3236;50
2921;55918621;1058151;3296;170
2922;54305551;1048774;3236;60
2923;54756896;1054003;3256;181
2924;54860370;1054254;3276;70
2925;54911706;1045487;3206;201
2926;54552584;1056909;3226;60
2927;54697435;1053793;3246;171
2928;55142979;1078108;3367;60
2929;54875749;1054714;3256;160
2930;55394159;1056428;3246;60
2931;55088166;1056648;3276;171
2932;55143560;1052300;3256;70
2933;55209603;1052440;3256;190
2934;55470021;1057730;3266;60
2935;55199114;1054103;3246;181
2936;55062408;1053252;3246;80
2937;54763488;1049605;3257;180
2938;55207891;1065535;3266;50
2939;55562064;1054554;3276;180
2940;55736341;1056208;3246;60
2941;55934781;1059984;3256;170
2942;55315793;1058682;3276;50
2943;55783458;1057400;3266;171
2944;57583127;1308530;3296;70
2945;56385947;1062028;3306;220
2946;57887808;1056128;3276;60
2947;57320696;1078790;3346;220
2948;57427998;1054404;3266;60
2949;57745301;1061357;3316;230
2950;55875741;1057891;3286;61
2951;55769822;1054945;3246;160
2952;55371517;1061908;3267;70
2953;56158841;1065825;3296;160
2954;55472716;1059764;3276;60
2955;55852818;1064273;3256;170
2956;55950831;1066246;3297;60
2957;56699263;1074191;3276;171
2958;56221087;1066957;3296;61
2959;55794369;1057650;3266;170
2960;56058884;1061898;3266;60
2961;56369535;1070234;3296;170
2962;56621487;1075704;3286;71
2963;56627478;1065134;3266;181
2964;57709794;1092325;3346;71
2965;59468267;1213913;4238;290
2966;57109761;1066015;3316;70
2967;57082391;1062649;3366;201
2968;56574469;1060996;3366;60
2969;56504618;1075293;3326;210
2970;57215659;1100421;3416;61
2971;57721286;1104698;3436;170
2972;57481419;1101332;3466;60
2973;57039921;1090913;3336;200
2974;56728026;1077828;3357;60
2975;57142652;1074191;3396;180
2976;57377512;1073811;3326;61
2977;57112226;1071917;3386;210
2978;57350241;1069963;3346;60
2979;57114581;1080312;3317;191
2980;57478763;1070304;3306;60
2981;57185763;1072057;3306;170
2982;57149666;1077568;3306;60
2983;57172759;1075153;3397;180
2984;57577066;1073941;3407;60
2985;57491777;1080543;3406;200
2986;57104251;1070004;3366;50
2987;56960792;1076715;3356;180
2988;57148454;1075665;3276;60
2989;58312263;1071215;3297;170
2990;58259694;1070925;3306;50
2991;57650924;1069242;3306;170
2992;57585904;1076957;3306;60
2993;57175394;1078579;3356;171
2994;57244062;1085092;3336;60
2995;58005740;1094429;3346;190
2996;57235967;1070083;3316;60
2997;57860036;1073860;3316;150
2998;58943474;1078119;3337;60
2999;57524307;1076816;3316;170
3000;57964741;1083819;3297;50
3001;57812006;1075283;3317;180
3002;58030937;1094278;3336;61
3003;58674751;1074272;3316;150
3004;58103402;1081405;3327;60
3005;59735979;1089930;3416;240
3006;58796188;1087767;3326;60
3007;57477420;1085051;3326;161
3008;58071673;1083258;3396;50
3009;58587839;1079571;3406;191
3010;58413883;1087136;3467;60
3011;59569867;1073841;3326;201
3012;58820073;1086605;3356;60
3013;58594301;1081755;3326;150
3014;58195944;1080543;3316;60
3015;58171930;1083019;3346;191
3016;59079890;1084340;3346;60
3017;58285652;1092745;3417;180
3018;59207340;1082406;3396;71
3019;58518579;1088649;3467;171
3020;58537654;1092005;3336;61
3021;58892921;1095852;3327;190
3022;58505734;1083548;3337;60
3023;58702254;1093147;3347;181
3024;58271987;1084911;3336;60
3025;58675512;1304974;3366;221
3026;58834661;1093638;3436;80
3027;59724737;1093207;3387;220
3028;59210195;1094329;3376;60
3029;59020318;1096332;3386;220
3030;58183042;1090882;3466;60
3031;59529872;1094459;3376;190
3032;59565290;1091263;3356;60
3033;59450153;1099598;3397;230
3034;59817812;1100520;3396;60
3035;59485559;1089790;3447;191
3036;59082336;1091544;3377;60
3037;58842585;1096974;3367;180
3038;59459140;1099709;3396;50
3039;59303339;1095341;3386;160
3040;60562866;1100491;3416;60
3041;58875658;1094560;3377;181
3042;59619751;1094740;3346;50
3043;61547310;1099288;3376;221
3044;59444703;1100000;3397;60
3045;59381173;1095110;3376;180
3046;59285977;1092516;3356;50
3047;59701413;1097625;3366;170
3048;63048341;1107012;3416;70
3049;59383007;1102905;3406;190
3050;59643737;1093497;3367;60
3051;59921435;1104587;3406;191
