n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
7750;401715001;3025498;8506;80
7751;398654186;3059913;8587;190
7752;403554567;3038382;8496;50
7753;399893657;3032872;8496;200
7754;401795271;3026971;8596;80
7755;401378178;3025037;8556;220
7756;401605834;3047189;8576;60
7757;405055347;3034425;8546;210
7758;399781106;3036099;8516;71
7759;399678914;3019658;8546;240
7760;399102665;3022523;8516;71
7761;401143297;3036288;8546;211
7762;405304964;3042089;8546;90
7763;399234853;3027652;8596;221
7764;399134804;3054542;8626;70
7765;399220945;3038312;8596;221
7766;397567840;3026879;8546;80
7767;398459418;3023173;8977;180
7768;401208739;3018055;8556;80
7769;402856355;3052778;8616;220
7770;405456568;3029634;8686;80
7771;404241491;3048640;8686;220
7772;405457609;3037881;8626;71
7773;403775457;3062898;8576;241
7774;404234506;3055806;8606;70
7775;401015746;3058650;8656;221
7776;405253334;3046998;8616;51
7777;403816293;3061234;8706;231
7778;404930731;3049362;8596;91
7779;404381301;3044414;8576;241
7780;403857419;3051687;8606;90
7781;406065755;3659426;8706;230
7782;407550497;3126447;8857;140
7783;402985594;3045576;8726;201
7784;404324583;3058849;9187;80
7785;408706473;3118081;8546;231
7786;404303364;3064611;8636;80
7787;406922389;3060694;8556;220
7788;405630930;3043592;8586;91
7789;403618500;3052669;8597;220
7790;404010193;3062918;8686;70
7791;406161312;3042501;8636;180
7792;402992987;3047179;8546;60
7793;407902836;3060654;8666;251
7794;409524102;3066304;8636;70
7795;407745179;3075422;8627;220
7796;407524115;3053601;8576;80
7797;404195118;3053250;8676;230
7798;406588381;3065653;8706;80
7799;404316565;3050053;8556;220
7800;406274204;3041929;8576;60
7801;404104828;3046197;8596;171
7802;408383964;3058740;13035;121
7803;408463745;3126767;8717;220
7804;408201162;3051156;8596;80
7805;406979153;3047248;8636;240
7806;410916128;3144901;8647;80
7807;411212003;3051056;8646;251
7808;408917242;3057427;8747;80
7809;408755710;3514343;10770;290
7810;407407825;3052879;8606;70
7811;404748341;3063740;8686;211
7812;404424635;3044244;8597;80
7813;405237678;3054643;8626;250
7814;407263674;3071394;8556;80
7815;402196410;3036539;8536;211
7816;403584630;3051687;8646;60
7817;407182611;3050905;8516;191
7818;406559674;3057218;8686;60
7819;406628783;3051457;8806;251
7820;406738358;3041397;8566;80
7821;405960041;3062007;8676;230
7822;406523836;3060262;8716;81
7823;407326490;3054822;8676;231
7824;403246166;3059632;8536;60
7825;405306885;3079529;8666;211
7826;407829120;3044103;8646;60
7827;405234489;3069601;8676;180
7828;407884172;3057789;8627;80
7829;404721348;3062478;8646;170
7830;407879625;3081071;8837;90
7831;409308001;3071674;8707;230
7832;406446830;3057098;8636;60
7833;408329487;3060824;8756;201
7834;407848997;3054222;8726;80
7835;406901671;3046829;8566;170
7836;410005556;3076613;8646;70
7837;409994276;3105078;8736;240
7838;410220628;3072456;8716;51
7839;409905788;3076023;8796;221
7840;412813385;3050214;8616;70
7841;406410711;3047799;8656;231
7842;414624369;3070934;8626;70
7843;410290448;3071604;8666;210
7844;411714397;3059912;8696;70
7845;409633888;3069761;8626;200
7846;407181382;3060423;8736;70
7847;407513165;3055724;8746;230
7848;409209012;3107150;8826;61
7849;407964449;3065834;8726;241
7850;410690466;3083957;8676;70
7851;414763406;3065613;8726;211
7852;414748779;3087514;8736;81
7853;417000607;3067606;8666;231
7854;416524946;3099998;8656;70
7855;410008718;3077666;8696;211
7856;410414258;3073989;8766;60
7857;408407568;3072987;8746;230
7858;408659892;3110998;8767;60
7859;409313987;3071574;8646;230
7860;409816326;3067978;8676;70
7861;410585008;3058089;8686;230
7862;410401613;3071013;8696;60
7863;407726442;3075282;8617;180
7864;413513883;3065933;8716;60
7865;409269652;3076833;8626;251
7866;410635220;3071114;8636;71
7867;412140098;3073257;8636;161
7868;409955917;3090038;8646;80
7869;411863642;3065433;8626;170
7870;413423414;3071684;8676;80
7871;413173193;3059512;8616;231
7872;409312710;3075933;8666;60
7873;409988376;3065022;8596;221
7874;412866768;3064420;8717;60
7875;412406728;3070031;8606;221
7876;411388238;3066926;9027;150
7877;414644989;3073247;8727;200
7878;410721208;3085069;8807;80
7879;414142177;3077956;8606;200
7880;412947178;3248376;8736;80
7881;421326817;3079539;8666;211
7882;418793210;3108353;8606;80
7883;413107107;3070242;8716;241
7884;412700525;3070944;8587;70
7885;412551145;3074621;8656;201
7886;412667994;3076223;8767;70
7887;412523052;3071073;8647;210
7888;411951030;3089567;8636;70
7889;412535315;3090059;8676;210
7890;412543390;3118573;8887;70
7891;415023415;3097792;8766;190
7892;414459610;3087664;8706;50
7893;413511133;3076944;8766;221
7894;413923476;3087984;8797;70
7895;410680530;3094476;8736;251
7896;413771200;3089438;8796;71
7897;413907495;3105117;8677;230
7898;415250410;3093736;8847;70
7899;414988609;3085461;8626;231
7900;415129713;3094507;8666;70
7901;414142515;3074320;8616;180
7902;411689118;3105739;8767;80
7903;417392931;3079039;8656;190
7904;414780589;3093275;8636;60
7905;416445467;3090740;8646;241
7906;415588011;3086693;8767;80
7907;416978355;3080491;8656;210
7908;414384525;3093776;8697;70
7909;413353985;3092725;8747;210
7910;411875966;3102883;8807;60
7911;413670127;3140003;8826;251
7912;416814818;3091051;8716;80
7913;414427827;3093776;8626;231
7914;417621258;3105818;8797;60
7915;416757250;3078918;8706;181
7916;416264057;3087654;8757;70
7917;423164844;3104004;8726;201
7918;422560061;3415267;8847;80
7919;420444107;3109014;8967;220
7920;422438331;3153928;8907;80
7921;421374008;3103966;8786;221
7922;418878683;3099386;8796;61
7923;421461260;3118923;8796;220
7924;421478944;3098895;8696;70
7925;420880091;3105949;8977;220
7926;422887141;3187171;8776;80
7927;420144021;3117230;8887;230
7928;421493651;3110036;9007;70
7929;419051825;3101230;8766;201
7930;421018339;3111248;8987;60
7931;419471281;3111229;8836;201
7932;423510677;3176882;8886;80
7933;423473578;3118662;8726;221
7934;421851769;3113663;8907;80
7935;425726608;3109365;8997;210
7936;431582447;3110888;8737;70
7937;438640911;3111800;8726;220
7938;433245754;3109335;8737;90
7939;418527652;3115717;8837;221
7940;419597225;3117730;8837;80
7941;418499489;3088696;8756;231
7942;427997552;3105859;8737;70
7943;422250365;3110025;8756;231
7944;420068037;3115366;8837;80
7945;422130440;3135143;8826;231
7946;424119186;3126386;8856;60
7947;421315082;3122651;8786;241
7948;425180993;3123322;8777;70
7949;424669765;3115537;8756;221
7950;422026133;3139291;9027;50
7951;423518228;3138019;13375;241
7952;423520212;3118160;8777;70
7953;422391828;3115227;8816;221
7954;422670630;3124372;8826;70
7955;431224174;3102352;8777;230
7956;431809610;3167183;8927;70
7957;428997863;3106680;8836;240
7958;423596896;3111588;15810;91
7959;421397364;3109074;9107;230
7960;417915612;3109887;8747;80
7961;427558035;3132690;8767;230
7962;421655557;3104766;8697;70
7963;422673905;3108394;8766;221
7964;421022902;3115255;8807;60
7965;420880375;3109675;8877;230
7966;422089479;3289102;8806;81
7967;421782084;3120225;8686;231
7968;423118247;3115777;8756;70
7969;423002399;3108813;8816;211
7970;422339046;3117561;8716;81
7971;422182793;3119033;8836;190
7972;423260512;3100859;8796;60
7973;421744713;3127780;8947;230
7974;422212859;3118462;8796;71
7975;424668829;3109896;8866;221
7976;423748846;3123522;8797;60
7977;422093165;3108723;9077;261
7978;421850690;3105428;8947;60
7979;422863688;3113732;8846;231
7980;421368708;3111669;8827;80
7981;424100956;3117759;8917;230
7982;433295609;3106801;8757;60
7983;431893462;3284553;8947;240
7984;431148597;3352149;8686;80
7985;433285389;3123371;8797;250
7986;428370062;3164148;8796;80
7987;424053906;3137106;8816;240
7988;429153569;3107942;8736;80
7989;427277265;3175409;8886;241
7990;426751218;3106350;9377;60
7991;425493272;3110117;8827;230
7992;421815262;3123081;8807;80
7993;425003354;3127258;8937;231
7994;423723986;3120917;8807;80
7995;424002948;3129732;8827;230
7996;426492572;3132688;8816;60
7997;422326598;3118582;8797;200
7998;425261216;3123832;8736;71
7999;426574386;3137477;8907;180
8000;422825192;3123722;8837;70
8001;425818369;3145152;8806;261
8002;425306260;3115556;8927;70
8003;427215616;3128081;8846;230
8004;427729168;3137608;8836;70
8005;428655533;3152817;8807;220
8006;427293220;3150201;8867;70
8007;427071936;3134853;8866;241
8008;429646578;3153919;8897;50
8009;434772161;3154589;8796;221
8010;431351833;3142157;8916;60
8011;428750328;3137066;8917;210
8012;431046371;3214802;9167;110
8013;431872989;3179626;9077;230
8014;430263945;3226495;9137;60
8015;429978538;3144631;8837;210
8016;431033505;3132749;8797;70
8017;426284749;3128059;9397;221
8018;428117954;3126547;8947;70
8019;430434775;3154398;8816;241
8020;429352045;3128721;8907;50
8021;429106565;3137679;8877;210
8022;429120080;3149349;8957;70
8023;428599635;3138179;8897;211
8024;425961703;3134661;8807;90
8025;429407789;3128170;8877;220
8026;426604056;3120255;8857;60
8027;434643866;3168416;8976;241
8028;431940713;3141094;8947;60
8029;432847602;3154049;8876;261
8030;431982511;3147356;8956;70
8031;432355760;3253906;8906;231
8032;435493849;3221123;8917;60
8033;431229500;3162374;9006;220
8034;434203040;3143588;8887;70
8035;434488484;3161172;8837;250
8036;437567573;3544179;8976;80
8037;429231908;3156933;8797;200
8038;427057804;3140152;8876;70
8039;430063845;3144340;9267;181
8040;428193442;3126617;8857;60
8041;428627574;3150491;8797;210
8042;430852012;3173996;9227;70
8043;438602009;3158587;8857;231
8044;435293461;3151604;8936;101
8045;437347999;3160961;8897;220
8046;435850324;3153697;9017;80
8047;436579639;3148258;8957;221
8048;436359738;3160861;12524;80
8049;436979007;3236122;8907;220
8050;437815004;3242023;9108;60
8051;435002515;3171342;8847;240
8052;435328034;3176311;9027;60
8053;433032634;3166521;8917;190
8054;432097261;3178623;9037;70
8055;435807792;3165320;9027;191
8056;435674853;3160330;9047;60
8057;430367781;3152135;8837;190
8058;436942888;3136987;8816;70
8059;434884402;3169047;8867;240
8060;436629030;3182010;8917;60
8061;435690281;3162354;9007;171
8062;435418442;3137438;8887;70
8063;435576076;3148829;8887;220
8064;433238819;3172433;9057;80
8065;431490222;3155762;8867;180
8066;433981931;3133429;8877;60
8067;434550716;3153637;8977;221
8068;432089935;3174557;9047;81
8069;435079275;3145523;8847;220
8070;434787739;3172914;8946;70
8071;434590538;3143118;8996;210
8072;433244198;3155211;8877;50
8073;432561287;3149150;8937;171
8074;432626149;3192621;8987;80
8075;433064369;3170018;8977;190
8076;431965802;3207398;9137;70
8077;440105600;3162385;8997;221
8078;434644789;3141305;8836;80
8079;434981901;3176871;8937;190
8080;432215658;3160189;8986;61
8081;433007282;3152506;8987;201
8082;435036913;3179807;8927;60
8083;433657078;3160019;8906;201
8084;434236505;3163345;8927;60
8085;432110931;3146124;8897;201
8086;432270621;3164738;8946;60
8087;434296125;3159489;8836;190
8088;438571404;3164367;9318;70
8089;437541714;3161963;8917;180
8090;436769999;3178705;9087;51
8091;433573150;3183083;8916;231
8092;436305799;3164858;8847;60
8093;438456046;3167964;9047;221
8094;436503620;3185938;9067;60
8095;437672669;3171402;8857;230
8096;434660295;3194133;9117;60
8097;435540375;3154017;9017;231
8098;434562993;3155902;8876;60
8099;438516990;3190366;8967;231
8100;435898704;3159299;8927;50
8101;438853730;3166272;8987;231
8102;435390772;3162936;8977;80
8103;437194111;3157355;8937;221
8104;435707055;3169667;8937;70
8105;442834006;3171381;8857;231
8106;438645169;3173464;8997;90
8107;440028049;3155481;8917;220
8108;438713296;3167033;8907;60
8109;440619306;3193191;9027;251
8110;436335331;3160662;8877;80
8111;440022347;3204784;9026;190
8112;439326234;3163635;8937;70
8113;440097578;3167934;8937;241
8114;434287825;3173244;8957;60
8115;438910404;3189565;8876;191
8116;437088090;3171340;8897;80
8117;439496974;3172011;9488;211
8118;438034794;3159769;8847;70
8119;437770488;3180569;9016;220
8120;437466057;3180528;8977;60
8121;440433806;3224080;8987;211
8122;451125163;3194124;8987;70
8123;437925578;3195296;9057;220
8124;440791546;3175278;8866;80
8125;443045849;3190527;9017;210
8126;441990902;3161903;9338;80
8127;436367579;3192821;9037;191
8128;441019933;3168605;9097;70
8129;437741582;3184326;8937;201
8130;440710664;3172733;9358;70
8131;438504250;3175920;9087;210
8132;439636722;3181781;9047;60
8133;441456911;3187361;9067;230
8134;439979453;3196949;8896;60
8135;438661805;3166963;9097;230
8136;439124832;3184465;9017;71
8137;441373494;3203973;9077;191
8138;444463592;3195736;8897;81
8139;441093269;3168186;8976;230
8140;440315601;3172563;9027;60
8141;439399737;3189475;8937;180
8142;441565582;3189134;9277;61
8143;446320059;3219591;9157;240
8144;451584341;3303348;9158;50
8145;448108058;3242413;9087;220
8146;448534206;3213359;9017;60
8147;447129455;3244337;9158;210
8148;449927156;3217678;9057;70
8149;455708294;3191598;8957;221
8150;447419819;3288801;9278;80
8151;455989230;3211516;9047;220
8152;451227240;3228988;9047;80
8153;448648781;3221075;8997;231
8154;448363996;3485700;9047;80
8155;458341575;3272721;9057;220
8156;452483112;3213360;9027;70
8157;452247911;3253124;9438;220
8158;456219110;3216496;9037;70
8159;447578484;3227446;9016;250
8160;456626091;3243196;9388;60
8161;453073618;3274053;9057;220
8162;452290571;3273262;9067;90
8163;449489642;3214222;9087;230
8164;447960889;3273502;9138;60
8165;446136792;3216655;9168;230
8166;448814829;3213459;9118;60
8167;449718823;3204232;8987;210
8168;446882780;3200345;8967;60
8169;448073511;3223128;9097;190
8170;446120061;3196608;9167;81
8171;449181855;3195676;9097;210
8172;443452823;3199323;9047;90
8173;445191059;3198984;8997;220
8174;450849599;3232416;9137;80
8175;447486730;3201246;9007;241
8176;450202977;3231373;9078;70
8177;451587080;3228718;9117;240
8178;446089351;3204694;9187;70
8179;449912423;3211046;9107;240
8180;452413007;3378218;9187;80
8181;446067329;3188623;8997;231
8182;444667046;3193983;8937;60
8183;441693706;3195125;9057;190
8184;448439521;3198733;9097;60
8185;455365937;3273622;9287;241
8186;460658542;3356919;9247;71
8187;461490620;3229090;9137;220
8188;448447837;3341741;9408;60
8189;453457472;3234800;9138;220
8190;455070243;3239207;15199;90
8191;455977683;3217297;9127;240
8192;449163698;3209632;8967;80
8193;449686818;3212988;9067;211
8194;452447479;3215734;8996;70
8195;451183992;3207539;9178;190
8196;448758258;3293219;9077;70
8197;453985629;3274103;9017;241
8198;449740396;3222617;15288;80
8199;450504668;3221205;9087;221
8200;451840622;3212518;9197;80
8201;450509417;3216755;9107;240
8202;450026492;3216786;13235;70
8203;451899430;3220323;9077;230
8204;450314843;3211666;8997;70
8205;450145135;3237043;9128;250
8206;457788170;3220955;9137;80
8207;457470505;3199344;9037;221
8208;452491759;3225432;9137;80
8209;448443176;3205375;8977;230
8210;448589800;3226914;9208;70
8211;449212747;3206746;9138;220
8212;448450329;3215774;9027;70
8213;445050981;3192399;8996;190
8214;451284017;3224661;8997;90
8215;448618452;3211987;8977;220
8216;445216600;3199875;9077;70
8217;451041631;3210815;9548;201
8218;448173468;3219111;9047;80
8219;451377400;3208210;9007;231
8220;449464517;3202949;9117;60
8221;452138787;3216054;9087;210
8222;450524522;3218830;9107;80
8223;451392347;3236342;9478;211
8224;449290230;3204152;9037;80
8225;448992321;3204513;8957;180
8226;456392673;3237424;9047;60
8227;450055152;3227516;9107;230
8228;454807214;3218780;9007;80
8229;454611687;3224331;9017;210
8230;451558928;3234930;9057;60
8231;452589428;3227365;9087;231
8232;453554136;3244207;9187;90
8233;454479440;3221003;9177;230
8234;452442573;3220614;9087;60
8235;451723064;3233427;9178;180
8236;452396246;3291585;9197;60
8237;454566191;3225513;9087;230
8238;452566885;3218489;9027;70
8239;454208770;3226615;9027;191
8240;455890580;3231664;9037;70
8241;453124900;3224400;9097;200
8242;453506685;3315239;9337;80
8243;458722996;3248506;9197;231
8244;458213311;3265567;9277;60
8245;458222528;3239879;15980;291
8246;456062171;3238738;9047;70
8247;452541315;3243867;9437;230
8248;459170303;3252293;9067;71
8249;459402889;3237423;9107;221
8250;456577426;3231693;9057;70
8251;457343922;3247824;9077;240
8252;457040223;3231022;9107;70
8253;454268151;3252322;9117;230
8254;458477293;3252914;9287;60
8255;460534668;3239288;9087;240
8256;458182762;3246892;9077;80
8257;457096678;3251020;9227;211
8258;458350395;3304349;9097;71
8259;458883253;3241733;9117;240
8260;454356544;3240361;9057;61
8261;455912798;3248626;9167;200
8262;457532062;3245370;9227;70
8263;454721688;3250889;9127;221
8264;458542124;3266128;9668;70
8265;461655437;3255368;9137;220
8266;457799833;3238637;9087;60
8267;455772655;3247594;9107;240
8268;459880239;3242033;9147;60
8269;459951924;3314670;9187;211
8270;460562537;3269814;9138;60
8271;460284487;3341008;9157;260
8272;457453013;3248995;9087;70
8273;461066521;3252282;9087;220
8274;461132685;3258683;9087;80
8275;463713860;3254656;9107;241
8276;460188196;3271157;9237;61
8277;463342355;3263994;9207;211
8278;462625680;3317094;9198;70
8279;461320336;3260147;9218;240
8280;457535236;3252222;9177;50
8281;457492315;3268012;9197;241
8282;458113659;3258845;9117;81
8283;459425746;3258143;9127;230
8284;459507719;3253094;9157;80
8285;458767713;3273161;9127;240
8286;463439926;3342250;9378;80
8287;467278435;3212036;9087;240
8288;460582562;3249538;9127;90
8289;459297344;3261891;9228;260
8290;459000028;3257812;9177;71
8291;463758711;3253494;9207;241
8292;461264219;3261419;9247;60
8293;459007311;3245770;9207;241
8294;460650980;3247142;9127;81
8295;460977280;3327553;9287;211
8296;461846588;3254717;14798;70
8297;465275642;3275435;9167;230
8298;465659642;3249196;9157;60
8299;467144152;3271519;9178;240
8300;460746969;3255487;9137;70
8301;460031689;3257220;9227;171
8302;461780735;3259946;9258;70
8303;465448234;3263022;9298;230
8304;465742344;3267220;9157;80
8305;464357501;3257072;9178;250
8306;461317446;3270155;9257;61
8307;462630305;3261891;9107;220
8308;464579876;3271768;9197;70
8309;462160725;3273272;9288;200
8310;462647145;3267792;9127;61
8311;463516184;3275505;9338;200
8312;461063090;3272430;9117;60
8313;459163770;3281406;9237;220
8314;462635814;3264064;9218;70
8315;460188960;3276207;9208;240
8316;467846665;3270286;9157;70
8317;466282394;3327413;9187;220
8318;466350111;3334076;9147;70
8319;470480357;3311583;9298;220
8320;469567819;3288049;9157;81
8321;463074885;3262432;9327;240
8322;467312483;3271317;9157;61
8323;464626201;3272289;9357;251
8324;463484051;3277681;9297;60
8325;465238126;3262342;9107;230
8326;463096094;3268512;9137;70
8327;466859274;3305882;9197;231
8328;461657720;3351658;9288;60
8329;467045321;3292828;9218;220
8330;465751749;3352228;9368;60
8331;465117660;3284694;9408;210
8332;464901976;3344946;9217;60
8333;465939940;3341589;9247;231
8334;470418179;3281807;9228;80
8335;466087938;3282127;9217;240
8336;464069677;3274184;9267;70
8337;465279983;3287378;9337;231
8338;467487528;3281867;9187;70
8339;467110432;3288650;9899;211
8340;473470284;3290535;9267;71
8341;464134296;3285935;9227;261
8342;465271266;3263634;9247;60
8343;461944334;3270888;9158;220
8344;460824927;3270065;9628;60
8345;464253039;3266219;9197;211
8346;465885395;3260978;9308;80
8347;459704818;3264175;9187;211
8348;461012778;3266208;9137;70
8349;462380721;3255397;9247;200
8350;465437256;3281346;9087;80
8351;466153508;3271599;9738;231
8352;464415722;3284863;9247;50
8353;465105724;3255277;9227;201
8354;464025000;3261118;9167;71
8355;461694244;3267611;9217;211
8356;464268576;3266338;9147;70
8357;465083743;3259035;9107;181
8358;466371074;3280796;9247;60
8359;464558018;3264616;9157;180
8360;463363429;3269816;9117;60
8361;467109267;3287948;9297;181
8362;465614287;3259926;9188;70
8363;463851284;3266869;9257;181
8364;467511819;3283541;9258;80
8365;466185756;3494225;9257;221
8366;467179818;3287458;9357;71
8367;462418940;3275887;9297;231
8368;466411889;3279923;9177;60
8369;467881662;3278271;9228;180
8370;465280789;3286396;9127;70
8371;467320861;3270886;9097;190
8372;467995985;3282478;9187;80
8373;468910909;3288591;9217;201
8374;467441065;3273251;9217;80
8375;465930736;3270556;9187;201
8376;463508430;3286286;9228;90
8377;465875743;3265056;9198;200
8378;466739932;3279815;9118;50
8379;467903561;3285794;9298;190
8380;469214949;3278531;9157;70
8381;467458788;3286556;9177;191
8382;467070470;3296845;9227;60
8383;470783305;3291014;9197;171
8384;468743152;3290364;9097;60
8385;463301350;3297997;9247;191
8386;467709557;3288160;9257;50
8387;467786219;3272179;9648;251
8388;471221275;3835384;9688;80
8389;473081870;3299581;9168;250
8390;469280920;3292719;9327;60
8391;472318559;3288609;9228;200
8392;469249161;3286507;9228;80
8393;470506845;3331571;9358;230
8394;465470030;3284252;9297;60
8395;471927777;3318396;9237;201
8396;469650591;3293310;9317;60
8397;468068327;3290584;9277;221
8398;472692830;3299721;9307;81
8399;471765203;3342731;9328;200
8400;470363576;3302617;9367;80
8401;470103028;3295212;9197;201
8402;470509961;3300062;9377;61
8403;470407839;3321281;9267;231
8404;472039104;3319669;9337;71
8405;474474867;3291776;9207;231
8406;470540156;3370273;9438;60
8407;473433786;3281957;9207;221
8408;476465645;3318846;9318;70
8409;472914744;3301003;9247;220
8410;470578837;3293239;9257;91
8411;469895017;3322093;9358;230
8412;470178679;3313767;9347;60
8413;474087761;3317464;9258;220
8414;473277462;3304329;9307;70
8415;470427915;3305351;9488;211
8416;468853426;3294040;9358;80
8417;472553746;3300272;9357;220
8418;470593934;3302086;9257;60
8419;470280707;3281096;9257;211
8420;470920206;3310651;9348;60
8421;469777595;3303467;9338;190
8422;474481818;3370974;9457;90
8423;476391694;3314639;9328;240
8424;472599711;3335559;9388;60
8425;474700747;3332763;9357;220
8426;479583162;3300652;9228;90
8427;474300597;3297728;9227;241
8428;470838401;3300763;9368;60
8429;478160657;3320320;9307;251
8430;474918724;3332893;9448;80
8431;489169108;3380922;9398;241
8432;495889556;3439592;9618;70
8433;500148544;3312475;9318;231
8434;476200023;3326883;9437;70
8435;478139496;3332943;9689;240
8436;480947485;3335649;9338;80
8437;476223236;3307035;9428;230
8438;473104304;3320651;9357;70
8439;476590624;3303819;9508;221
8440;472335293;3314107;9287;60
8441;506740100;3314268;9258;230
8442;475530498;3302607;9237;60
8443;471250280;3307345;9307;230
8444;484032614;3380723;9598;70
8445;494174040;3366656;9398;240
8446;490353443;3421990;9608;60
8447;481130708;3332783;9427;240
8448;477691636;3347230;9438;70
8449;484514696;3456595;9418;250
8450;483131195;3342471;9347;70
8451;478014991;3323516;9348;230
8452;484022574;3348072;9357;60
8453;483973713;3334966;9297;221
8454;483451464;3357549;9458;70
8455;488380036;3382636;9367;250
8456;482508226;3366107;9368;80
8457;480073486;3315670;9367;241
8458;476705818;3352970;9257;70
8459;481555041;3350145;9297;241
8460;480805557;3325219;9308;60
8461;485417617;3340097;9348;250
8462;480672797;3364092;9367;60
8463;480458114;3328326;9328;260
8464;478940492;3343853;9297;70
8465;477217806;3336350;9438;240
8466;479401054;3362929;9478;70
8467;480877861;3381826;9398;241
8468;481861734;3402563;9438;60
8469;482162767;3334285;9498;230
8470;475156815;3336009;9288;80
8471;478079108;3333955;9388;201
8472;480826244;3318275;9658;70
8473;478129482;3362540;9348;230
8474;481535942;3328765;9267;90
8475;479676220;3319247;9298;230
8476;476300475;3343001;9288;70
8477;477700748;3331471;9247;191
8478;478318425;3329476;9328;60
8479;483185281;3327803;9277;241
8480;484719475;3325890;9388;80
8481;484533797;3336450;9297;241
8482;484219709;3349324;9307;70
8483;479621566;3353001;9358;230
8484;479936655;3320620;9448;60
8485;476854632;3321581;9347;230
8486;483377130;3343112;9297;60
8487;481008662;3340617;9508;230
8488;481494023;3340087;9327;81
8489;482147456;3344775;9398;240
8490;485414835;3330779;9258;80
8491;490943162;3360033;9387;240
8492;483415591;3346067;9367;101
8493;479763631;3326621;15248;231
8494;479813323;3352359;9488;70
8495;481258319;3335498;9448;250
8496;482298869;3343763;9307;80
8497;493532781;3436747;9498;230
8498;484945006;3352650;9337;70
8499;481059166;3360434;9427;241
8500;483052760;3340658;9378;60
8501;482397062;3357119;9438;230
8502;483617358;3355304;9437;61
8503;485039471;3342711;9387;230
8504;482037459;3347050;9297;70
8505;485092941;3330768;9547;210
8506;481984848;3336511;9478;70
8507;483398045;3370594;9428;210
8508;482747067;3342782;9387;50
8509;484137470;3354603;9377;241
8510;483252152;3352400;9317;80
8511;484794501;3400700;9388;231
8512;484865554;3357259;9347;70
8513;485400726;3354062;9378;251
8514;481635544;3344044;9408;70
8515;484589707;3347911;9478;211
8516;484581462;3369992;9437;60
8517;487169049;3361447;9327;251
8518;487610475;3428231;9478;70
8519;489776551;3370874;9368;220
8520;487739646;3391542;9638;80
8521;489717000;3366075;9458;231
8522;489072102;3363309;9508;60
8523;489123067;3430156;9548;251
8524;486142684;3387004;9468;50
8525;484523672;3388077;9498;211
8526;490337863;3380733;9387;71
8527;488553079;3399738;9468;260
8528;488360879;3383258;9497;70
8529;487300492;3371685;9498;240
8530;487094528;3367898;9839;60
8531;487831496;3376094;9989;210
8532;489490073;3377096;9658;80
8533;490629517;3416971;9448;220
8534;495117083;3420316;9648;70
8535;488863740;3402574;9457;240
8536;492769906;3397595;9448;80
8537;490799385;3406691;9448;231
8538;491398888;3396272;9517;60
8539;489117684;3400691;9638;240
8540;490959464;3386493;9498;50
8541;489791948;3395400;9438;231
8542;494259656;3396281;10099;71
8543;497519270;3670937;10119;240
8544;489584108;3370894;9338;70
8545;486784584;3361877;9458;230
8546;491897460;3381013;9448;70
8547;487342679;3392043;9528;220
8548;489019449;3386944;9548;60
8549;489498637;3405298;9477;220
8550;488646522;3376214;9488;81
8551;487473814;3396683;9477;220
8552;490882799;3365885;9418;60
8553;488411321;3390550;9578;210
8554;492278172;3397504;9387;80
8555;487488331;3374602;9438;260
8556;488420726;3368169;14197;71
8557;489314561;3382245;9498;250
8558;496627829;3376575;9548;70
8559;492542297;3384990;9698;250
8560;489952476;3393787;9408;80
8561;499436840;3402834;9508;230
8562;496042744;3394789;9588;70
8563;494738250;3522669;11962;320
8564;496061898;3413846;9428;80
8565;495556310;3410077;9618;240
8566;494731356;3406252;9578;70
8567;490045419;3396452;9458;230
8568;495265155;3458498;9558;60
8569;494722669;3400188;9578;251
8570;497902205;3390121;9468;70
8571;497076106;3374802;9417;240
8572;490133672;3389579;9498;80
8573;491111014;3442178;9528;241
8574;491869725;3408555;9437;81
8575;494313341;3385190;9467;230
8576;491201983;3401111;9418;60
8577;491835750;3386012;9518;220
8578;490491904;3415277;9508;71
8579;492033861;3385962;9958;211
8580;491102638;3403235;9478;60
8581;489980556;3395580;9498;231
8582;490476324;3395740;9528;51
8583;492026217;3378729;9508;211
8584;496523870;3381615;9387;60
8585;493755605;3405849;9398;230
8586;492094825;3385661;9438;80
8587;494730351;3397073;9518;210
8588;495235907;3394228;9498;60
8589;493720680;3430515;9558;191
8590;493394599;3408595;9538;70
8591;492246529;3398195;9508;191
8592;495072972;3400549;9448;80
8593;490081573;3418684;9448;220
8594;493787584;3391994;9497;70
8595;495469023;3659444;9618;250
8596;509339635;3406762;9498;70
8597;495875073;3414125;9598;211
8598;491871424;3401611;9438;70
8599;496100427;3392935;9478;210
8600;504318188;3765763;9498;100
8601;503054893;3405368;9468;240
8602;495839827;3404226;9548;70
8603;494234640;3397805;9477;250
8604;506567571;3423041;9588;80
8605;502811135;3523720;9548;241
8606;504233138;3397864;9538;80
8607;497852567;3404978;9438;241
8608;494457447;3408725;9408;70
8609;494460934;3421709;9598;210
8610;496032537;3410608;9478;81
8611;492368874;3403916;9478;231
8612;495025431;3382526;9468;70
8613;495275439;3385351;9598;230
8614;498319280;3401942;9558;60
8615;495090272;3408484;9588;230
8616;495901931;3385402;9548;71
8617;493491907;3426228;9548;210
8618;496486247;3416189;9548;70
8619;501619210;3404338;9528;251
8620;497596886;3424784;9658;80
8621;498343283;3414867;9487;210
